"Ethereum Version","Num all files","Size all files (B)","Num code files (cpp, py, c, h, sh, sol, go, c, js, java)","Size code files (B)","*","All line additions","All line removals","All files changed","Ratio all files changed","All changed bytes","Ratio all bytes changed","*","Code line additions","Code line removals","Code files changed","Ratio code files changed","Code changed bytes","Ratio code bytes changed","*","File extenension histogram",
"go-ethereum-1.4.12","2134","346150271","1979","345808155","*","10","7","5","0.0023430178069353325","37740","0.00010902779272993839","*","9","6","4","0.00202122283981809","37733","0.00010911541400751524","*",".go (1005), .json (779),  (120), .h (68), .yml (32), .md (32), .s (21), .c (19), .pl (9), .markdown (8), .sh (7), .txt (7), .py (3), .js (3), .include (3), .in (2), .lesser (1), .ini (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .rules (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .cpp (1), .mkd (1), .sol (1), .deflate (1), .am (1), .ac (1), .java (1)",
"go-ethereum-1.4.13","2134","346155045","1979","345812929","*","441","341","18","0.008434864104967198","237533","0.0006862040678910226","*","440","340","17","0.008590197069226882","237526","0.0006868626939046574","*",".go (1005), .json (779),  (120), .h (68), .yml (32), .md (32), .s (21), .c (19), .pl (9), .markdown (8), .sh (7), .txt (7), .py (3), .js (3), .include (3), .in (2), .lesser (1), .ini (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .rules (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .cpp (1), .mkd (1), .sol (1), .deflate (1), .am (1), .ac (1), .java (1)",
"go-ethereum-1.4.14","2134","346154196","1979","345812072","*","592","693","26","0.01218369259606373","314398","0.0009082599709408116","*","578","473","22","0.011116725618999495","295326","0.0008540072019232458","*",".go (1005), .json (779),  (120), .h (68), .yml (32), .md (32), .s (21), .c (19), .pl (9), .markdown (8), .sh (7), .txt (7), .py (3), .js (3), .include (3), .in (2), .lesser (1), .ini (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .rules (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .cpp (1), .mkd (1), .sol (1), .deflate (1), .am (1), .ac (1), .java (1)",
"go-ethereum-1.4.15","2135","346161611","1980","345818550","*","469","227","30","0.01405152224824356","220002","0.0006355470768825374","*","424","207","24","0.012121212121212121","193506","0.000559559341163162","*",".go (1006), .json (779),  (120), .h (68), .yml (32), .md (32), .s (21), .c (19), .pl (9), .markdown (8), .sh (7), .txt (7), .py (3), .js (3), .include (3), .in (2), .lesser (1), .ini (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .rules (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .cpp (1), .mkd (1), .sol (1), .deflate (1), .am (1), .ac (1), .java (1)",
"go-ethereum-1.4.16","2119","327539628","1983","327199193","*","189577","65931","783","0.3695139216611609","221728559","0.6769518557308736","*","189170","64613","756","0.3812405446293495","221694602","0.6775524107114775","*",".go (1008), .json (783),  (115), .h (68), .md (31), .s (22), .yml (19), .c (19), .pl (9), .markdown (8), .txt (7), .sh (5), .js (3), .include (3), .in (2), .py (2), .lesser (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .rules (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .cpp (1), .mkd (1), .sol (1), .deflate (1), .am (1), .ac (1), .java (1)",
"go-ethereum-1.4.17","2121","327561568","1985","327221133","*","1158","563","15","0.007072135785007072","228906","0.0006988182447581885","*","1157","562","14","0.007052896725440806","228899","0.000699523890469507","*",".go (1010), .json (783),  (115), .h (68), .md (31), .s (22), .yml (19), .c (19), .pl (9), .markdown (8), .txt (7), .sh (5), .js (3), .include (3), .in (2), .py (2), .lesser (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .rules (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .cpp (1), .mkd (1), .sol (1), .deflate (1), .am (1), .ac (1), .java (1)",
"go-ethereum-1.4.18","2145","332191370","2009","331850933","*","77644","230","64","0.029836829836829837","5117847","0.015406321362291862","*","77641","229","62","0.03086112493777999","5099425","0.015366613418561641","*",".go (1012), .json (805),  (115), .h (68), .md (31), .s (22), .yml (19), .c (19), .pl (9), .markdown (8), .txt (7), .sh (5), .js (3), .include (3), .in (2), .py (2), .lesser (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .rules (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .cpp (1), .mkd (1), .sol (1), .deflate (1), .am (1), .ac (1), .java (1)",
"go-ethereum-1.4.19","2220","338853747","2057","338494439","*","149252","66364","178","0.08018018018018018","25900176","0.07643467492776464","*","148700","66300","148","0.07194944093339815","25862883","0.07640563631238857","*",".go (1014), .json (848),  (120), .h (68), .md (39), .yml (32), .s (22), .c (19), .pl (9), .markdown (8), .sh (7), .txt (7), .py (3), .js (3), .include (3), .in (2), .lesser (1), .ini (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .rules (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .cpp (1), .mkd (1), .sol (1), .deflate (1), .am (1), .ac (1), .java (1)",
"go-ethereum-1.5.0","2482","337347010","2281","336817625","*","104788","92684","1363","0.5491539081385979","15773481","0.04675743531860561","*","98128","8938","1012","0.44366505918456817","15111754","0.04486628037947836","*",".go (1207), .json (846),  (141), .h (62), .md (56), .yml (40), .s (26), .c (19), .sh (10), .pl (10), .txt (7), .markdown (7), .cfg (5), .py (3), .js (3), .sol (3), .nsh (3), .include (3), .in (2), .lock (2), .yaml (2), .lesser (1), .conf (1), .ini (1), .cpp (1), .awk (1), .mkd (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .html (1), .png (1), .deflate (1), .am (1), .ac (1), .java (1)",
"go-ethereum-1.5.1","2483","337343964","2281","336816755","*","61","89","13","0.005235602094240838","81440","0.00024141531697896335","*","39","67","7","0.003068829460762823","59975","0.00017806418210994284","*",".go (1207), .json (846),  (142), .h (62), .md (56), .yml (40), .s (26), .c (19), .sh (10), .pl (10), .txt (7), .markdown (7), .cfg (5), .py (3), .js (3), .sol (3), .nsh (3), .include (3), .in (2), .lock (2), .yaml (2), .lesser (1), .conf (1), .ini (1), .cpp (1), .awk (1), .mkd (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .html (1), .png (1), .deflate (1), .am (1), .ac (1), .java (1)",
"go-ethereum-1.5.2","2483","337344414","2281","336816749","*","21","20","7","0.002819170358437374","64635","0.00019159943760029178","*","6","7","3","0.00131521262604121","43447","0.00012899299137882243","*",".go (1207), .json (846),  (142), .h (62), .md (56), .yml (40), .s (26), .c (19), .sh (10), .pl (10), .txt (7), .markdown (7), .cfg (5), .py (3), .js (3), .sol (3), .nsh (3), .include (3), .in (2), .lock (2), .yaml (2), .lesser (1), .conf (1), .ini (1), .cpp (1), .awk (1), .mkd (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .html (1), .png (1), .deflate (1), .am (1), .ac (1), .java (1)",
"go-ethereum-1.5.3","2483","337392815","2281","336865257","*","2098","1242","66","0.026580749093838098","4770061","0.014138004094722646","*","2088","1231","62","0.027181060938185005","4751419","0.014104805708711006","*",".go (1207), .json (846),  (142), .h (62), .md (56), .yml (40), .s (26), .c (19), .sh (10), .pl (10), .txt (7), .markdown (7), .cfg (5), .py (3), .js (3), .sol (3), .nsh (3), .include (3), .in (2), .lock (2), .yaml (2), .lesser (1), .conf (1), .ini (1), .cpp (1), .awk (1), .mkd (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .html (1), .png (1), .deflate (1), .am (1), .ac (1), .java (1)",
"go-ethereum-1.5.4","2482","337387724","2280","336860300","*","2834","2317","78","0.031426269137792104","809131","0.0023982230011427444","*","2820","685","66","0.02894736842105263","803773","0.002386072208568359","*",".go (1206), .json (846),  (142), .h (62), .md (56), .yml (40), .s (26), .c (19), .sh (10), .pl (10), .txt (7), .markdown (7), .cfg (5), .py (3), .js (3), .sol (3), .nsh (3), .include (3), .in (2), .lock (2), .yaml (2), .lesser (1), .conf (1), .ini (1), .cpp (1), .awk (1), .mkd (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .html (1), .png (1), .deflate (1), .am (1), .ac (1), .java (1)",
"go-ethereum-1.5.5","2486","337454950","2283","336923350","*","5426","3440","138","0.05551086082059534","1294048","0.003834728161492371","*","5254","2929","123","0.05387647831800263","1258656","0.0037357339584804675","*",".go (1210), .json (846),  (142), .h (62), .md (56), .yml (40), .s (26), .c (18), .sh (10), .pl (10), .txt (7), .markdown (7), .cfg (5), .nsh (4), .py (3), .js (3), .sol (3), .include (3), .in (2), .lock (2), .yaml (2), .lesser (1), .conf (1), .ini (1), .cpp (1), .awk (1), .mkd (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .html (1), .png (1), .deflate (1), .am (1), .ac (1), .java (1)",
"go-ethereum-1.5.6","2472","337409282","2269","336877680","*","3886","5552","262","0.10598705501618123","3944022","0.011689133080814297","*","3883","3043","241","0.10621419127368885","3940640","0.011697539593599671","*",".go (1196), .json (846),  (142), .h (62), .md (56), .yml (40), .s (26), .c (18), .sh (10), .pl (10), .txt (7), .markdown (7), .cfg (5), .nsh (4), .py (3), .js (3), .sol (3), .include (3), .in (2), .lock (2), .yaml (2), .lesser (1), .conf (1), .ini (1), .cpp (1), .awk (1), .mkd (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .html (1), .png (1), .deflate (1), .am (1), .ac (1), .java (1)",
"go-ethereum-1.5.7","2509","338439723","2297","337819262","*","23301","3653","271","0.10801115982463133","4869237","0.014387309376210546","*","20007","2396","223","0.09708315193730953","4678723","0.013849781603039556","*",".go (1210), .json (847),  (143), .h (62), .md (57), .yml (43), .s (28), .c (22), .sh (10), .pl (10), .txt (7), .markdown (7), .js (5), .cfg (5), .py (4), .nsh (4), .java (4), .sol (3), .sage (3), .m4 (3), .in (2), .lock (2), .yaml (2), .include (2), .lesser (1), .conf (1), .ini (1), .cpp (1), .awk (1), .mkd (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .html (1), .png (1), .deflate (1), .am (1), .ac (1)",
"go-ethereum-1.5.8","2514","338476637","2302","337856042","*","1603","447","77","0.030628480509148768","911042","0.0026915949297853605","*","1576","417","71","0.030842745438748913","905111","0.002678984204757836","*",".go (1215), .json (847),  (143), .h (62), .md (57), .yml (43), .s (28), .c (22), .sh (10), .pl (10), .txt (7), .markdown (7), .js (5), .cfg (5), .py (4), .nsh (4), .java (4), .sol (3), .sage (3), .m4 (3), .in (2), .lock (2), .yaml (2), .include (2), .lesser (1), .conf (1), .ini (1), .cpp (1), .awk (1), .mkd (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .html (1), .png (1), .deflate (1), .am (1), .ac (1)",
"go-ethereum-1.5.9","2598","339682867","2385","339061472","*","38514","1325","170","0.06543494996150885","2243321","0.00660416293530636","*","37574","728","141","0.05911949685534591","2187408","0.0064513611266336975","*",".go (1246), .json (847),  (148), .h (82), .md (58), .yml (45), .c (44), .s (28), .sh (10), .pl (10), .txt (7), .markdown (7), .js (5), .cfg (5), .py (4), .cpp (4), .nsh (4), .java (4), .sol (3), .sage (3), .m4 (3), .in (2), .lock (2), .yaml (2), .include (2), .lesser (1), .conf (1), .ini (1), .awk (1), .mkd (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .html (1), .png (1), .deflate (1), .am (1), .ac (1)",
"go-ethereum-1.6.0","2798","343595154","2586","342950511","*","79434","25056","939","0.33559685489635455","12351472","0.035947747970857584","*","74657","12867","772","0.2985305491105955","12067886","0.0351884181913349","*",".go (1443), .json (848),  (138), .h (84), .md (71), .c (46), .s (33), .yml (26), .txt (12), .sh (10), .pl (10), .markdown (7), .js (5), .cfg (5), .cpp (4), .nsh (4), .java (4), .py (3), .sol (3), .lock (3), .yaml (3), .sage (3), .m4 (3), .html (2), .csv (2), .include (2), .lesser (1), .ini (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .png (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.6.1","2801","343642743","2589","342998440","*","2609","1289","112","0.039985719385933594","2145353","0.006242974844372023","*","2548","1211","109","0.042101197373503284","2127561","0.0062028299603928225","*",".go (1446), .json (848),  (138), .h (84), .md (71), .c (46), .s (33), .yml (26), .txt (12), .sh (10), .pl (10), .markdown (7), .js (5), .cfg (5), .cpp (4), .nsh (4), .java (4), .py (3), .sol (3), .lock (3), .yaml (3), .sage (3), .m4 (3), .html (2), .csv (2), .include (2), .lesser (1), .ini (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .png (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.6.2","2823","343777324","2610","343132560","*","6115","1210","116","0.041091037902940136","1099593","0.0031985617527233996","*","6057","1080","108","0.041379310344827586","1072659","0.0031260775718865035","*",".go (1464), .json (848),  (139), .h (84), .md (71), .c (46), .s (33), .yml (26), .sh (13), .txt (12), .pl (10), .markdown (7), .js (5), .cfg (5), .cpp (4), .nsh (4), .java (4), .py (3), .sol (3), .lock (3), .yaml (3), .sage (3), .m4 (3), .html (2), .csv (2), .include (2), .lesser (1), .ini (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .png (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.6.3","2823","343778908","2610","343134144","*","114","74","10","0.003542330853701736","122958","0.00035766592172664646","*","112","72","8","0.0030651340996168583","122531","0.0003570935802879471","*",".go (1464), .json (848),  (139), .h (84), .md (71), .c (46), .s (33), .yml (26), .sh (13), .txt (12), .pl (10), .markdown (7), .js (5), .cfg (5), .cpp (4), .nsh (4), .java (4), .py (3), .sol (3), .lock (3), .yaml (3), .sage (3), .m4 (3), .html (2), .csv (2), .include (2), .lesser (1), .ini (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .png (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.6.4","2834","343795696","2615","343148267","*","731","4","14","0.004940014114326041","71533","0.0002080683406810305","*","629","3","7","0.0026768642447418736","68862","0.00020067710264729387","*",".go (1464), .json (848),  (144), .h (84), .md (72), .c (46), .s (33), .yml (26), .sh (18), .txt (12), .pl (10), .markdown (7), .js (5), .cfg (5), .cpp (4), .nsh (4), .java (4), .py (3), .sol (3), .lock (3), .yaml (3), .sage (3), .m4 (3), .html (2), .csv (2), .include (2), .lesser (1), .ini (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .png (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.6.5","2834","343795449","2615","343148020","*","14","16","3","0.001058574453069866","3475","1.0107754509571766e-05","*","13","15","2","0.0007648183556405354","3469","1.010933998686631e-05","*",".go (1464), .json (848),  (144), .h (84), .md (72), .c (46), .s (33), .yml (26), .sh (18), .txt (12), .pl (10), .markdown (7), .js (5), .cfg (5), .cpp (4), .nsh (4), .java (4), .py (3), .sol (3), .lock (3), .yaml (3), .sage (3), .m4 (3), .html (2), .csv (2), .include (2), .lesser (1), .ini (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .png (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.6.6","2850","343861251","2631","343213383","*","3799","1904","103","0.03614035087719298","1133560","0.003296562193918151","*","3564","1901","96","0.036488027366020526","1096264","0.003194117870397845","*",".go (1477), .json (848),  (146), .h (84), .md (73), .c (46), .s (33), .yml (26), .sh (18), .txt (12), .pl (10), .markdown (7), .js (5), .cfg (5), .cpp (4), .nsh (4), .java (4), .py (3), .sol (3), .lock (3), .yaml (3), .sage (3), .m4 (3), .html (2), .csv (2), .include (2), .lesser (1), .ini (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .png (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.6.7","1988","24943079","1796","24312425","*","6932","2510357","1036","0.5211267605633803","1593111","0.06386986145535602","*","6848","5493","144","0.0801781737193764","1565249","0.06438062019728595","*",".go (1487),  (142), .h (84), .md (64), .c (46), .s (33), .sh (16), .yml (13), .txt (12), .pl (10), .markdown (7), .json (6), .js (5), .cfg (5), .cpp (4), .nsh (4), .java (4), .sol (3), .lock (3), .yaml (3), .sage (3), .m4 (3), .html (2), .csv (2), .py (2), .include (2), .lesser (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .png (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.7.0","2033","25755807","1839","25084805","*","28132","5912","311","0.1529758976881456","4048063","0.15717088577344906","*","26434","4124","285","0.15497553017944535","3903710","0.1556205041259041","*",".go (1525),  (147), .h (84), .md (64), .c (46), .s (33), .sh (16), .yml (13), .txt (12), .pl (10), .markdown (7), .json (6), .js (5), .cfg (5), .cpp (4), .nsh (4), .java (4), .sol (3), .lock (3), .yaml (3), .sage (3), .m4 (3), .html (2), .csv (2), .py (2), .proto (2), .include (2), .lesser (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .png (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.7.1","2058","25978490","1862","25300061","*","8255","638","91","0.04421768707482993","980315","0.03773564206387669","*","7731","627","82","0.04403866809881848","946921","0.037427617269381284","*",".go (1545),  (148), .h (84), .md (67), .c (46), .s (33), .sh (17), .yml (13), .txt (12), .pl (10), .markdown (7), .json (6), .js (5), .cfg (5), .cpp (4), .nsh (4), .java (4), .sol (3), .lock (3), .yaml (3), .sage (3), .m4 (3), .html (2), .csv (2), .py (2), .proto (2), .include (2), .lesser (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .png (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.7.2","2059","25847693","1863","25169264","*","1852","3273","49","0.023797960174842158","1340144","0.051847721961105","*","1851","3272","48","0.02576489533011272","1340138","0.05324502138799132","*",".go (1546),  (148), .h (84), .md (67), .c (46), .s (33), .sh (17), .yml (13), .txt (12), .pl (10), .markdown (7), .json (6), .js (5), .cfg (5), .cpp (4), .nsh (4), .java (4), .sol (3), .lock (3), .yaml (3), .sage (3), .m4 (3), .html (2), .csv (2), .py (2), .proto (2), .include (2), .lesser (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .png (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.7.3","2158","29767331","1955","29074859","*","67841","29516","436","0.2020389249304912","10046778","0.33751020539933524","*","67358","27279","392","0.20051150895140665","9954450","0.34237311348612215","*",".go (1622),  (152), .h (84), .md (69), .c (46), .s (36), .sh (17), .yml (13), .txt (12), .pl (9), .json (7), .markdown (7), .jsx (7), .js (6), .cfg (5), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .sol (3), .lock (3), .yaml (3), .sage (3), .m4 (3), .csv (2), .py (2), .proto (2), .include (2), .lesser (1), .alltools (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .png (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.8.0","2334","34903815","2123","34196994","*","184106","10024","599","0.25664095972579265","14740283","0.4223115152312147","*","182859","7632","541","0.25482807348092323","14605389","0.4270956973586626","*",".go (1732),  (159), .h (94), .md (78), .c (55), .s (36), .yml (17), .json (17), .sh (17), .js (13), .txt (12), .jsx (11), .pl (9), .sol (7), .markdown (7), .cfg (5), .lock (4), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .yaml (3), .sage (3), .m4 (3), .csv (2), .py (2), .proto (2), .include (2), .lesser (1), .alltools (1), .toml (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .png (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.8.1","2332","34965391","2121","34258570","*","156","114","21","0.009005145797598629","336562","0.009625575186618105","*","155","90","18","0.008486562942008486","336556","0.00982399440490365","*",".go (1730),  (159), .h (94), .md (78), .c (55), .s (36), .yml (17), .json (17), .sh (17), .js (13), .txt (12), .jsx (11), .pl (9), .sol (7), .markdown (7), .cfg (5), .lock (4), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .yaml (3), .sage (3), .m4 (3), .csv (2), .py (2), .proto (2), .include (2), .lesser (1), .alltools (1), .toml (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .png (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.8.2","2382","35253493","2163","34531075","*","14930","4418","247","0.1036943744752309","2955707","0.0838415359295035","*","14345","1232","210","0.0970873786407767","2899368","0.08396402370907943","*",".go (1769),  (161), .h (97), .md (82), .c (55), .s (37), .yml (18), .sh (17), .json (17), .js (13), .txt (12), .jsx (11), .pl (9), .sol (7), .markdown (7), .cfg (5), .lock (4), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .yaml (3), .sage (3), .m4 (3), .csv (2), .py (2), .proto (2), .include (2), .lesser (1), .alltools (1), .toml (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .png (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.8.3","2381","35175543","2161","34219734","*","10763","11207","120","0.0503989920201596","3964919","0.11271806095502207","*","4021","2946","95","0.04396112910689495","3712010","0.1084757117048309","*",".go (1771),  (159), .h (97), .md (82), .c (55), .s (38), .yml (19), .json (16), .sh (14), .js (13), .txt (12), .jsx (11), .pl (9), .sol (7), .markdown (7), .lock (5), .cfg (5), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .yaml (3), .sage (3), .m4 (3), .csv (2), .py (2), .proto (2), .include (2), .lesser (1), .alltools (1), .toml (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .png (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.8.4","2408","35694041","2182","34653626","*","7160","786","102","0.04235880398671096","1603777","0.044931225354954904","*","5706","614","87","0.03987167736021998","1491386","0.043036939337892086","*",".go (1789),  (159), .h (97), .md (87), .c (55), .s (38), .yml (19), .json (17), .sh (14), .js (14), .txt (12), .jsx (11), .pl (9), .sol (7), .markdown (7), .lock (5), .cfg (5), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .py (3), .yaml (3), .sage (3), .m4 (3), .png (2), .csv (2), .proto (2), .include (2), .lesser (1), .alltools (1), .toml (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .deflate (1), .am (1), .in (1), .ac (1)",
