"Ethereum Version","Num all files","Size all files (B)","Num code files (cpp, py, c, h, sh, sol, go, c, js, java)","Size code files (B)","*","All line additions","All line removals","All files changed","Ratio all files changed","All changed bytes","Ratio all bytes changed","*","Code line additions","Code line removals","Code files changed","Ratio code files changed","Code changed bytes","Ratio code bytes changed","*","File extenension histogram",
"go-ethereum-1.8.5","2409","35694012","2183","34653536","*","262","209","66","0.0273972602739726","1699313","0.04760778922806436","*","246","208","62","0.028401282638570773","1687908","0.04870810297685062","*",".go (1789),  (159), .h (97), .md (87), .c (55), .s (38), .yml (19), .json (17), .sh (15), .js (14), .txt (12), .jsx (11), .pl (9), .sol (7), .markdown (7), .lock (5), .cfg (5), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .py (3), .yaml (3), .sage (3), .m4 (3), .png (2), .csv (2), .proto (2), .include (2), .lesser (1), .alltools (1), .toml (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.8.6","2409","35693730","2183","34653512","*","10","22","7","0.0029057700290577005","28938","0.0008107306241180173","*","7","7","4","0.0018323408153916628","28102","0.0008109423368113455","*",".go (1789),  (159), .h (97), .md (87), .c (55), .s (38), .yml (19), .json (17), .sh (15), .js (14), .txt (12), .jsx (11), .pl (9), .sol (7), .markdown (7), .lock (5), .cfg (5), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .py (3), .yaml (3), .sage (3), .m4 (3), .png (2), .csv (2), .proto (2), .include (2), .lesser (1), .alltools (1), .toml (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.8.7","2426","35844375","2193","34674754","*","1303","240","57","0.023495465787304205","673937","0.018801750623354433","*","1068","237","46","0.020975832193342453","508157","0.014654956167821696","*",".go (1796),  (160), .h (97), .md (88), .c (55), .s (39), .yml (19), .json (17), .sh (15), .js (14), .txt (12), .jsx (11), .pl (9), .png (7), .sol (7), .markdown (7), .lock (5), .cfg (5), .py (4), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .yaml (3), .sage (3), .m4 (3), .csv (2), .proto (2), .include (2), .lesser (1), .alltools (1), .clefsign (1), .toml (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.8.8","2432","35845433","2199","34675812","*","2378","2328","154","0.06332236842105263","1862242","0.051952001807315316","*","2373","1536","150","0.06821282401091405","1854155","0.05347113428807377","*",".go (1802),  (160), .h (97), .md (88), .c (55), .s (39), .yml (19), .json (17), .sh (15), .js (14), .txt (12), .jsx (11), .pl (9), .png (7), .sol (7), .markdown (7), .lock (5), .cfg (5), .py (4), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .yaml (3), .sage (3), .m4 (3), .csv (2), .proto (2), .include (2), .lesser (1), .alltools (1), .clefsign (1), .toml (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.8.9","2434","35867093","2201","34697504","*","1209","513","59","0.024239934264585046","747429","0.020838850809570767","*","1203","507","55","0.024988641526578828","734993","0.021182878168988756","*",".go (1804),  (160), .h (97), .md (88), .c (55), .s (39), .yml (19), .json (17), .sh (15), .js (14), .txt (12), .jsx (11), .pl (9), .png (7), .sol (7), .markdown (7), .lock (5), .cfg (5), .py (4), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .yaml (3), .sage (3), .m4 (3), .csv (2), .proto (2), .include (2), .lesser (1), .alltools (1), .clefsign (1), .toml (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.8.10","2434","35865800","2201","34696210","*","151","209","24","0.009860312243221035","285734","0.00796675384349436","*","150","144","22","0.009995456610631531","285727","0.00823510694683944","*",".go (1804),  (160), .h (97), .md (88), .c (55), .s (39), .yml (19), .json (17), .sh (15), .js (14), .txt (12), .jsx (11), .pl (9), .png (7), .sol (7), .markdown (7), .lock (5), .cfg (5), .py (4), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .yaml (3), .sage (3), .m4 (3), .csv (2), .proto (2), .include (2), .lesser (1), .alltools (1), .clefsign (1), .toml (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.8.11","2461","37242602","2228","36073012","*","30941","1063","111","0.04510361641609102","3035138","0.08149640027836938","*","30935","1059","109","0.048922800718132854","3031713","0.08404379983573315","*",".go (1831),  (160), .h (97), .md (88), .c (55), .s (39), .yml (19), .json (17), .sh (15), .js (14), .txt (12), .jsx (11), .pl (9), .png (7), .sol (7), .markdown (7), .lock (5), .cfg (5), .py (4), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .yaml (3), .sage (3), .m4 (3), .csv (2), .proto (2), .include (2), .lesser (1), .alltools (1), .clefsign (1), .toml (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.8.12","2565","42830168","2324","41617417","*","41322","10910","321","0.12514619883040937","7899966","0.18444863442982526","*","40456","4884","290","0.12478485370051635","7847247","0.18855680062989014","*",".go (1907),  (162), .h (97), .md (92), .c (55), .s (39), .json (33), .yml (19), .js (17), .sh (16), .txt (13), .jsx (11), .pl (10), .png (7), .sol (7), .markdown (7), .lock (5), .cfg (5), .py (4), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .yaml (3), .sage (3), .m4 (3), .csv (2), .proto (2), .include (2), .lesser (1), .alltools (1), .clefsign (1), .toml (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .podspec (1), .rules (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.8.13","2749","44187721","2506","42974779","*","60944","22941","506","0.1840669334303383","7234674","0.16372589118139855","*","58801","13901","421","0.16799680766161212","6878143","0.1600506892659064","*",".go (2063),  (171), .md (101), .h (97), .c (55), .s (39), .json (33), .yml (19), .sh (17), .js (17), .txt (13), .jsx (12), .pl (10), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .py (4), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .yaml (3), .sage (3), .m4 (3), .toml (2), .csv (2), .install (2), .changelog (2), .control (2), .copyright (2), .docs (2), .rules (2), .proto (2), .include (2), .lesser (1), .alltools (1), .clefsign (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .podspec (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.8.14","2782","44352496","2536","43129370","*","8733","3362","210","0.07548526240115025","2857529","0.06442769308856935","*","8449","2264","197","0.0776813880126183","2814354","0.06525377022664602","*",".go (2092),  (173), .md (101), .h (97), .c (56), .s (40), .json (33), .yml (19), .sh (17), .js (17), .txt (13), .jsx (12), .pl (10), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .py (4), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .yaml (3), .sage (3), .m4 (3), .toml (2), .csv (2), .install (2), .changelog (2), .control (2), .copyright (2), .docs (2), .rules (2), .proto (2), .include (2), .lesser (1), .alltools (1), .clefsign (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .podspec (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.8.15","2782","44383568","2536","43160446","*","1742","861","89","0.03199137311286844","1236598","0.02786161761487945","*","1741","837","86","0.03391167192429022","1226342","0.02841356180610367","*",".go (2092),  (173), .md (101), .h (97), .c (56), .s (40), .json (33), .yml (19), .sh (17), .js (17), .txt (13), .jsx (12), .pl (10), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .py (4), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .yaml (3), .sage (3), .m4 (3), .toml (2), .csv (2), .install (2), .changelog (2), .control (2), .copyright (2), .docs (2), .rules (2), .proto (2), .include (2), .lesser (1), .alltools (1), .clefsign (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .podspec (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.8.16","2779","44463360","2535","43244816","*","5894","3668","204","0.07340770061173084","2544248","0.05722122664593949","*","5852","3165","190","0.07495069033530571","2514044","0.058135153124480865","*",".go (2091),  (172), .md (100), .h (97), .c (56), .s (40), .json (33), .yml (19), .sh (17), .js (17), .txt (13), .jsx (12), .pl (10), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .py (4), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .yaml (3), .sage (3), .m4 (3), .toml (2), .csv (2), .install (2), .changelog (2), .control (2), .copyright (2), .docs (2), .rules (2), .proto (2), .include (2), .lesser (1), .alltools (1), .clefsign (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .podspec (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.8.17","2773","40969956","2530","39740937","*","13252","19508","329","0.11864406779661017","5415494","0.13218207996122816","*","11280","4600","267","0.10553359683794467","5146388","0.1294984061397445","*",".go (2085),  (171), .md (100), .h (97), .c (56), .s (40), .json (34), .yml (19), .sh (17), .js (17), .txt (12), .jsx (12), .pl (10), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .py (4), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .yaml (3), .sage (3), .m4 (3), .toml (2), .csv (2), .install (2), .changelog (2), .control (2), .copyright (2), .docs (2), .rules (2), .proto (2), .include (2), .lesser (1), .alltools (1), .types (1), .clefsign (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .podspec (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.8.18","2784","41065813","2541","39837088","*","6770","3412","196","0.07040229885057471","2275417","0.05540903329979124","*","6752","2971","185","0.07280598189689098","2227917","0.055925699187651466","*",".go (2096),  (171), .md (100), .h (97), .c (56), .s (40), .json (34), .yml (19), .sh (17), .js (17), .txt (12), .jsx (12), .pl (10), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .py (4), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .yaml (3), .sage (3), .m4 (3), .toml (2), .csv (2), .install (2), .changelog (2), .control (2), .copyright (2), .docs (2), .rules (2), .proto (2), .include (2), .lesser (1), .alltools (1), .types (1), .clefsign (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .podspec (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.8.19","2815","41240958","2572","40011951","*","7113","1284","149","0.05293072824156306","1840966","0.044639263714485004","*","6753","1017","140","0.05443234836702955","1794646","0.044852749119881706","*",".go (2125),  (172), .md (101), .h (97), .c (56), .s (40), .json (34), .yml (19), .sh (17), .js (17), .txt (12), .jsx (12), .pl (10), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .py (4), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .yaml (3), .sage (3), .m4 (3), .toml (2), .csv (2), .install (2), .changelog (2), .control (2), .copyright (2), .docs (2), .rules (2), .proto (2), .include (2), .lesser (1), .alltools (1), .types (1), .clefsign (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .podspec (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.8.20","2817","41162119","2574","39933111","*","1966","5997","106","0.037628682996095134","1739691","0.04226436933433869","*","1963","518","102","0.039627039627039624","1721075","0.04309894613520094","*",".go (2126),  (172), .md (101), .h (97), .c (56), .s (40), .json (35), .yml (19), .sh (17), .js (17), .txt (12), .jsx (12), .pl (10), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .py (4), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .yaml (3), .sage (3), .m4 (3), .toml (2), .csv (2), .install (2), .changelog (2), .control (2), .copyright (2), .docs (2), .rules (2), .proto (2), .include (2), .lesser (1), .alltools (1), .types (1), .clefsign (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .podspec (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .deflate (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.8.21","2846","40845014","2598","39561743","*","10585","3931","250","0.08784258608573436","2893812","0.07084859855844339","*","8341","3064","230","0.08852963818321787","2809951","0.07102697674366876","*",".go (2149),  (171), .md (101), .h (97), .c (56), .s (46), .json (35), .yml (19), .sh (19), .js (17), .txt (12), .jsx (12), .pl (10), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .py (4), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .yaml (3), .sage (3), .m4 (3), .toml (2), .csv (2), .install (2), .changelog (2), .control (2), .copyright (2), .docs (2), .rules (2), .proto (2), .include (2), .lesser (1), .alltools (1), .types (1), .clefsign (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .podspec (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.8.22","2846","40860406","2598","39577135","*","907","463","23","0.008081517919887562","794444","0.019442880719295837","*","904","460","21","0.008083140877598153","785012","0.01983498805560332","*",".go (2149),  (171), .md (101), .h (97), .c (56), .s (46), .json (35), .yml (19), .sh (19), .js (17), .txt (12), .jsx (12), .pl (10), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .py (4), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .yaml (3), .sage (3), .m4 (3), .toml (2), .csv (2), .install (2), .changelog (2), .control (2), .copyright (2), .docs (2), .rules (2), .proto (2), .include (2), .lesser (1), .alltools (1), .types (1), .clefsign (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .podspec (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.8.23","2925","43323714","2676","42014201","*","92470","16979","394","0.1347008547008547","9279914","0.21419941051221972","*","90964","16004","359","0.13415545590433484","9201720","0.21901451844817899","*",".go (2226),  (171), .md (101), .h (97), .c (56), .s (54), .json (36), .yml (19), .sh (19), .js (17), .txt (12), .jsx (12), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .py (4), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .yaml (3), .pl (3), .sage (3), .m4 (3), .toml (2), .csv (2), .install (2), .changelog (2), .control (2), .copyright (2), .docs (2), .rules (2), .proto (2), .include (2), .lesser (1), .alltools (1), .types (1), .clefsign (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .podspec (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.8.24","2927","43335704","2678","42026191","*","536","172","43","0.014690809702767338","751254","0.017335682374053505","*","528","164","42","0.01568334578043316","742378","0.017664651074374073","*",".go (2228),  (171), .md (101), .h (97), .c (56), .s (54), .json (36), .yml (19), .sh (19), .js (17), .txt (12), .jsx (12), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .py (4), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .yaml (3), .pl (3), .sage (3), .m4 (3), .toml (2), .csv (2), .install (2), .changelog (2), .control (2), .copyright (2), .docs (2), .rules (2), .proto (2), .include (2), .lesser (1), .alltools (1), .types (1), .clefsign (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .podspec (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.8.25","2927","43335760","2678","42026247","*","4","2","3","0.0010249402118209772","14865","0.00034301925246032377","*","4","2","3","0.0011202389843166542","14865","0.0003537075294874653","*",".go (2228),  (171), .md (101), .h (97), .c (56), .s (54), .json (36), .yml (19), .sh (19), .js (17), .txt (12), .jsx (12), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .py (4), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .yaml (3), .pl (3), .sage (3), .m4 (3), .toml (2), .csv (2), .install (2), .changelog (2), .control (2), .copyright (2), .docs (2), .rules (2), .proto (2), .include (2), .lesser (1), .alltools (1), .types (1), .clefsign (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .podspec (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.8.26","2927","43337318","2678","42027805","*","72","12","6","0.0020498804236419544","89260","0.0020596567604852707","*","72","12","6","0.0022404779686333084","89260","0.002123832067841754","*",".go (2228),  (171), .md (101), .h (97), .c (56), .s (54), .json (36), .yml (19), .sh (19), .js (17), .txt (12), .jsx (12), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .py (4), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .yaml (3), .pl (3), .sage (3), .m4 (3), .toml (2), .csv (2), .install (2), .changelog (2), .control (2), .copyright (2), .docs (2), .rules (2), .proto (2), .include (2), .lesser (1), .alltools (1), .types (1), .clefsign (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .podspec (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.8.27","2927","43341525","2678","42032012","*","214","117","13","0.004441407584557568","314859","0.007264603633582344","*","214","117","13","0.0048543689320388345","314859","0.007490933339094022","*",".go (2228),  (171), .md (101), .h (97), .c (56), .s (54), .json (36), .yml (19), .sh (19), .js (17), .txt (12), .jsx (12), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .py (4), .cpp (4), .tmpl (4), .nsh (4), .java (4), .html (3), .yaml (3), .pl (3), .sage (3), .m4 (3), .toml (2), .csv (2), .install (2), .changelog (2), .control (2), .copyright (2), .docs (2), .rules (2), .proto (2), .include (2), .lesser (1), .alltools (1), .types (1), .clefsign (1), .awk (1), .mkd (1), .peg (1), .iml (1), .nsi (1), .dll (1), .podspec (1), .settings (1), .pom (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .css (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.9.0","2617","56749354","2397","54207887","*","154040","225733","1568","0.5991593427588843","34608090","0.60984112700208","*","143664","70630","811","0.3383395911556112","32621963","0.6017936651911926","*",".go (1924),  (149), .h (98), .md (92), .json (56), .c (56), .s (56), .js (34), .yml (17), .txt (14), .jsx (13), .sh (12), .png (11), .markdown (7), .lock (5), .proto (5), .py (4), .cpp (4), .tmpl (4), .nsh (4), .java (4), .toml (3), .mod (3), .sage (3), .m4 (3), .html (2), .pl (2), .cfg (2), .pdf (2), .include (2), .lesser (1), .alltools (1), .clefsign (1), .sol (1), .yaml (1), .awk (1), .sum (1), .mkd (1), .alpine (1), .ubuntu (1), .peg (1), .nsi (1), .dll (1), .podspec (1), .settings (1), .pom (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .rules (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.9.1","2685","58587987","2465","56039333","*","43064","1846","267","0.09944134078212291","4584976","0.07825795414339803","*","42670","1692","254","0.10304259634888438","4508259","0.08044812025153833","*",".go (1984),  (152), .h (98), .md (94), .json (57), .c (56), .s (56), .js (34), .yml (17), .txt (14), .jsx (13), .sh (12), .png (11), .markdown (7), .lock (5), .proto (5), .py (4), .cpp (4), .mod (4), .tmpl (4), .nsh (4), .java (4), .toml (3), .sage (3), .m4 (3), .html (2), .sum (2), .pl (2), .cfg (2), .pdf (2), .include (2), .lesser (1), .alltools (1), .clefsign (1), .sol (1), .yaml (1), .awk (1), .mkd (1), .alpine (1), .ubuntu (1), .peg (1), .nsi (1), .dll (1), .podspec (1), .settings (1), .pom (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .rules (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.9.2","2688","58636495","2468","56087665","*","2874","1483","78","0.029017857142857144","1130373","0.019277635881885503","*","2824","855","70","0.028363047001620744","1071370","0.01910170444784963","*",".go (1987),  (152), .h (98), .md (94), .json (57), .c (56), .s (56), .js (34), .yml (17), .txt (14), .jsx (13), .sh (12), .png (11), .markdown (7), .lock (5), .proto (5), .py (4), .cpp (4), .mod (4), .tmpl (4), .nsh (4), .java (4), .toml (3), .sage (3), .m4 (3), .html (2), .sum (2), .pl (2), .cfg (2), .pdf (2), .include (2), .lesser (1), .alltools (1), .clefsign (1), .sol (1), .yaml (1), .awk (1), .mkd (1), .alpine (1), .ubuntu (1), .peg (1), .nsi (1), .dll (1), .podspec (1), .settings (1), .pom (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .rules (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.9.3","2703","57262099","2481","54682080","*","300025","2882","104","0.03847576766555679","13483426","0.23546859503002152","*","299045","1415","97","0.03909713825070536","13399530","0.2450442631297127","*",".go (2000),  (152), .h (98), .md (94), .s (58), .json (57), .c (56), .js (34), .yml (17), .txt (14), .jsx (13), .sh (12), .png (11), .markdown (7), .lock (5), .proto (5), .py (4), .cpp (4), .mod (4), .tmpl (4), .nsh (4), .java (4), .toml (3), .sage (3), .m4 (3), .html (2), .sum (2), .pl (2), .cfg (2), .pdf (2), .include (2), .lesser (1), .alltools (1), .clefsign (1), .sol (1), .yaml (1), .awk (1), .mkd (1), .alpine (1), .ubuntu (1), .peg (1), .nsi (1), .dll (1), .podspec (1), .settings (1), .pom (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .rules (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.9.4","2705","57285916","2483","54705882","*","1381","671","62","0.022920517560073937","1036106","0.018086574717597254","*","1358","648","55","0.022150624244865084","998596","0.018253905494111218","*",".go (2002),  (152), .h (98), .md (94), .s (58), .json (57), .c (56), .js (34), .yml (17), .txt (14), .jsx (13), .sh (12), .png (11), .markdown (7), .lock (5), .proto (5), .py (4), .cpp (4), .mod (4), .tmpl (4), .nsh (4), .java (4), .toml (3), .sage (3), .m4 (3), .html (2), .sum (2), .pl (2), .cfg (2), .pdf (2), .include (2), .lesser (1), .alltools (1), .clefsign (1), .sol (1), .yaml (1), .awk (1), .mkd (1), .alpine (1), .ubuntu (1), .peg (1), .nsi (1), .dll (1), .podspec (1), .settings (1), .pom (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .rules (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.9.5","2705","57285970","2483","54705936","*","2","1","2","0.0007393715341959334","15140","0.00026428809706809537","*","2","1","2","0.0008054772452678212","15140","0.00027675241677612463","*",".go (2002),  (152), .h (98), .md (94), .s (58), .json (57), .c (56), .js (34), .yml (17), .txt (14), .jsx (13), .sh (12), .png (11), .markdown (7), .lock (5), .proto (5), .py (4), .cpp (4), .mod (4), .tmpl (4), .nsh (4), .java (4), .toml (3), .sage (3), .m4 (3), .html (2), .sum (2), .pl (2), .cfg (2), .pdf (2), .include (2), .lesser (1), .alltools (1), .clefsign (1), .sol (1), .yaml (1), .awk (1), .mkd (1), .alpine (1), .ubuntu (1), .peg (1), .nsi (1), .dll (1), .podspec (1), .settings (1), .pom (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .rules (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .am (1), .in (1), .ac (1)",
"go-ethereum-1.9.6","2772","57684575","2548","55101759","*","12253","351","113","0.04076479076479077","1064752","0.018458175344101956","*","11954","350","105","0.04120879120879121","1050694","0.019068247893864878","*",".go (2054),  (155), .h (98), .md (96), .json (58), .s (58), .c (56), .js (39), .yml (17), .txt (14), .jsx (13), .sh (12), .png (11), .markdown (7), .lock (5), .mod (5), .proto (5), .py (4), .cpp (4), .tmpl (4), .nsh (4), .java (4), .sol (3), .toml (3), .sum (3), .sage (3), .m4 (3), .html (2), .pl (2), .cfg (2), .pdf (2), .include (2), .lesser (1), .alltools (1), .clefsign (1), .yaml (1), .awk (1), .mkd (1), .alpine (1), .ubuntu (1), .peg (1), .nsi (1), .dll (1), .podspec (1), .settings (1), .pom (1), .install (1), .changelog (1), .control (1), .copyright (1), .docs (1), .rules (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .am (1), .in (1), .ac (1)",
