"Ethereum Version","Num all files","Size all files (B)","Num code files (cpp, py, c, h, sh, sol, go, c, js, java)","Size code files (B)","*","All line additions","All line removals","All files changed","Ratio all files changed","All changed bytes","Ratio all bytes changed","*","Code line additions","Code line removals","Code files changed","Ratio code files changed","Code changed bytes","Ratio code bytes changed","*","File extenension histogram",
"go-ethereum-1.8.2","2383","35276702","2163","34531075","*","14930","4418","247","0.10365086026017625","2955707","0.08378637549507888","*","14345","1232","210","0.0970873786407767","2899368","0.08396402370907943","*",".go (1769),  (161), .h (97), .md (82), .c (55), .s (37), .yml (18), .json (17), .sh (17), .js (13), .txt (12), .jsx (11), .pl (9), .sol (7), .markdown (7), .cfg (5), .nsh (4), .java (4), .lock (4), .cpp (4), .tmpl (4), .html (3), .m4 (3), .sage (3), .yaml (3), .proto (2), .include (2), .py (2), .csv (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .png (1), .iml (1), .awk (1), .mkd (1), .peg (1), .toml (1)",
"go-ethereum-1.8.3","2382","35198752","2161","34219734","*","10763","11207","120","0.05037783375314862","3964919","0.1126437380507127","*","4021","2946","95","0.04396112910689495","3712010","0.1084757117048309","*",".go (1771),  (159), .h (97), .md (82), .c (55), .s (38), .yml (19), .json (16), .sh (14), .js (13), .txt (12), .jsx (11), .pl (9), .sol (7), .markdown (7), .lock (5), .cfg (5), .nsh (4), .java (4), .cpp (4), .tmpl (4), .html (3), .m4 (3), .sage (3), .yaml (3), .proto (2), .include (2), .py (2), .csv (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .png (1), .iml (1), .awk (1), .mkd (1), .peg (1), .toml (1)",
"go-ethereum-1.8.4","2409","35717250","2182","34653626","*","7160","786","102","0.04234122042341221","1603777","0.04490202913158208","*","5706","614","87","0.03987167736021998","1491386","0.043036939337892086","*",".go (1789),  (159), .h (97), .md (87), .c (55), .s (38), .yml (19), .json (17), .sh (14), .js (14), .txt (12), .jsx (11), .pl (9), .sol (7), .markdown (7), .lock (5), .cfg (5), .nsh (4), .java (4), .cpp (4), .tmpl (4), .py (3), .html (3), .m4 (3), .sage (3), .yaml (3), .proto (2), .png (2), .include (2), .csv (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .iml (1), .awk (1), .mkd (1), .peg (1), .toml (1)",
"go-ethereum-1.8.5","2410","35717221","2183","34653536","*","262","209","66","0.027385892116182572","1699313","0.0475768537535437","*","246","208","62","0.028401282638570773","1687908","0.04870810297685062","*",".go (1789),  (159), .h (97), .md (87), .c (55), .s (38), .yml (19), .json (17), .sh (15), .js (14), .txt (12), .jsx (11), .pl (9), .sol (7), .markdown (7), .lock (5), .cfg (5), .nsh (4), .java (4), .cpp (4), .tmpl (4), .py (3), .html (3), .m4 (3), .sage (3), .yaml (3), .proto (2), .png (2), .include (2), .csv (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .iml (1), .awk (1), .mkd (1), .peg (1), .toml (1)",
"go-ethereum-1.8.6","2410","35716939","2183","34653512","*","10","22","7","0.002904564315352697","28938","0.0008102038083386709","*","7","7","4","0.0018323408153916628","28102","0.0008109423368113455","*",".go (1789),  (159), .h (97), .md (87), .c (55), .s (38), .yml (19), .json (17), .sh (15), .js (14), .txt (12), .jsx (11), .pl (9), .sol (7), .markdown (7), .lock (5), .cfg (5), .nsh (4), .java (4), .cpp (4), .tmpl (4), .py (3), .html (3), .m4 (3), .sage (3), .yaml (3), .proto (2), .png (2), .include (2), .csv (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .iml (1), .awk (1), .mkd (1), .peg (1), .toml (1)",
"go-ethereum-1.8.7","2427","35867584","2193","34674754","*","1303","240","57","0.023485784919653894","673937","0.018789584489437593","*","1068","237","46","0.020975832193342453","508157","0.014654956167821696","*",".go (1796),  (160), .h (97), .md (88), .c (55), .s (39), .yml (19), .json (17), .sh (15), .js (14), .txt (12), .jsx (11), .pl (9), .png (7), .sol (7), .markdown (7), .lock (5), .cfg (5), .nsh (4), .py (4), .java (4), .cpp (4), .tmpl (4), .html (3), .m4 (3), .sage (3), .yaml (3), .proto (2), .include (2), .csv (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .clefsign (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .iml (1), .awk (1), .mkd (1), .peg (1), .toml (1)",
"go-ethereum-1.8.8","2433","35868642","2199","34675812","*","2378","2328","154","0.0632963419646527","1862242","0.051918385981827804","*","2373","1536","150","0.06821282401091405","1854155","0.05347113428807377","*",".go (1802),  (160), .h (97), .md (88), .c (55), .s (39), .yml (19), .json (17), .sh (15), .js (14), .txt (12), .jsx (11), .pl (9), .png (7), .sol (7), .markdown (7), .lock (5), .cfg (5), .nsh (4), .py (4), .java (4), .cpp (4), .tmpl (4), .html (3), .m4 (3), .sage (3), .yaml (3), .proto (2), .include (2), .csv (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .clefsign (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .iml (1), .awk (1), .mkd (1), .peg (1), .toml (1)",
"go-ethereum-1.8.9","2435","35890302","2201","34697504","*","1209","513","59","0.024229979466119097","747429","0.020825375055356178","*","1203","507","55","0.024988641526578828","734993","0.021182878168988756","*",".go (1804),  (160), .h (97), .md (88), .c (55), .s (39), .yml (19), .json (17), .sh (15), .js (14), .txt (12), .jsx (11), .pl (9), .png (7), .sol (7), .markdown (7), .lock (5), .cfg (5), .nsh (4), .py (4), .java (4), .cpp (4), .tmpl (4), .html (3), .m4 (3), .sage (3), .yaml (3), .proto (2), .include (2), .csv (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .clefsign (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .iml (1), .awk (1), .mkd (1), .peg (1), .toml (1)",
"go-ethereum-1.8.10","2435","35889009","2201","34696210","*","151","209","24","0.009856262833675565","285734","0.007961601837487349","*","150","144","22","0.009995456610631531","285727","0.00823510694683944","*",".go (1804),  (160), .h (97), .md (88), .c (55), .s (39), .yml (19), .json (17), .sh (15), .js (14), .txt (12), .jsx (11), .pl (9), .png (7), .sol (7), .markdown (7), .lock (5), .cfg (5), .nsh (4), .py (4), .java (4), .cpp (4), .tmpl (4), .html (3), .m4 (3), .sage (3), .yaml (3), .proto (2), .include (2), .csv (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .clefsign (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .iml (1), .awk (1), .mkd (1), .peg (1), .toml (1)",
"go-ethereum-1.8.11","2462","37265811","2228","36073012","*","30941","1063","111","0.04508529650690495","3035138","0.08144564464194809","*","30935","1059","109","0.048922800718132854","3031713","0.08404379983573315","*",".go (1831),  (160), .h (97), .md (88), .c (55), .s (39), .yml (19), .json (17), .sh (15), .js (14), .txt (12), .jsx (11), .pl (9), .png (7), .sol (7), .markdown (7), .lock (5), .cfg (5), .nsh (4), .py (4), .java (4), .cpp (4), .tmpl (4), .html (3), .m4 (3), .sage (3), .yaml (3), .proto (2), .include (2), .csv (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .clefsign (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .iml (1), .awk (1), .mkd (1), .peg (1), .toml (1)",
"go-ethereum-1.8.12","2566","42853377","2324","41617417","*","41322","10910","321","0.12509742790335152","7899966","0.18434873872367166","*","40456","4884","290","0.12478485370051635","7847247","0.18855680062989014","*",".go (1907),  (162), .h (97), .md (92), .c (55), .s (39), .json (33), .yml (19), .js (17), .sh (16), .txt (13), .jsx (11), .pl (10), .png (7), .sol (7), .markdown (7), .lock (5), .cfg (5), .nsh (4), .py (4), .java (4), .cpp (4), .tmpl (4), .html (3), .m4 (3), .sage (3), .yaml (3), .proto (2), .include (2), .csv (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .clefsign (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .iml (1), .awk (1), .mkd (1), .peg (1), .toml (1)",
"go-ethereum-1.8.13","2750","44210930","2506","42974779","*","60944","22941","506","0.184","7234674","0.16363994152577202","*","58801","13901","421","0.16799680766161212","6878143","0.1600506892659064","*",".go (2063),  (171), .md (101), .h (97), .c (55), .s (39), .json (33), .yml (19), .sh (17), .js (17), .txt (13), .jsx (12), .pl (10), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .nsh (4), .py (4), .java (4), .cpp (4), .tmpl (4), .html (3), .m4 (3), .sage (3), .yaml (3), .proto (2), .changelog (2), .control (2), .copyright (2), .docs (2), .install (2), .rules (2), .include (2), .csv (2), .toml (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .clefsign (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .iml (1), .awk (1), .mkd (1), .peg (1)",
"go-ethereum-1.8.14","2783","44375705","2536","43129370","*","8733","3362","210","0.07545813869924542","2857529","0.06439399667002474","*","8449","2264","197","0.0776813880126183","2814354","0.06525377022664602","*",".go (2092),  (173), .md (101), .h (97), .c (56), .s (40), .json (33), .yml (19), .sh (17), .js (17), .txt (13), .jsx (12), .pl (10), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .nsh (4), .py (4), .java (4), .cpp (4), .tmpl (4), .html (3), .m4 (3), .sage (3), .yaml (3), .proto (2), .changelog (2), .control (2), .copyright (2), .docs (2), .install (2), .rules (2), .include (2), .csv (2), .toml (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .clefsign (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .iml (1), .awk (1), .mkd (1), .peg (1)",
"go-ethereum-1.8.15","2783","44406777","2536","43160446","*","1742","861","89","0.0319798778296802","1236598","0.027847055867170904","*","1741","837","86","0.03391167192429022","1226342","0.02841356180610367","*",".go (2092),  (173), .md (101), .h (97), .c (56), .s (40), .json (33), .yml (19), .sh (17), .js (17), .txt (13), .jsx (12), .pl (10), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .nsh (4), .py (4), .java (4), .cpp (4), .tmpl (4), .html (3), .m4 (3), .sage (3), .yaml (3), .proto (2), .changelog (2), .control (2), .copyright (2), .docs (2), .install (2), .rules (2), .include (2), .csv (2), .toml (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .clefsign (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .iml (1), .awk (1), .mkd (1), .peg (1)",
"go-ethereum-1.8.16","2780","44486569","2535","43244816","*","5894","3668","204","0.07338129496402877","2544248","0.05719137387286487","*","5852","3165","190","0.07495069033530571","2514044","0.058135153124480865","*",".go (2091),  (172), .md (100), .h (97), .c (56), .s (40), .json (33), .yml (19), .sh (17), .js (17), .txt (13), .jsx (12), .pl (10), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .nsh (4), .py (4), .java (4), .cpp (4), .tmpl (4), .html (3), .m4 (3), .sage (3), .yaml (3), .proto (2), .changelog (2), .control (2), .copyright (2), .docs (2), .install (2), .rules (2), .include (2), .csv (2), .toml (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .clefsign (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .iml (1), .awk (1), .mkd (1), .peg (1)",
"go-ethereum-1.8.17","2774","40993165","2530","39740937","*","13252","19508","329","0.11860129776496034","5415494","0.13210724275620095","*","11280","4600","267","0.10553359683794467","5146388","0.1294984061397445","*",".go (2085),  (171), .md (100), .h (97), .c (56), .s (40), .json (34), .yml (19), .sh (17), .js (17), .txt (12), .jsx (12), .pl (10), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .nsh (4), .py (4), .java (4), .cpp (4), .tmpl (4), .html (3), .m4 (3), .sage (3), .yaml (3), .proto (2), .changelog (2), .control (2), .copyright (2), .docs (2), .install (2), .rules (2), .include (2), .csv (2), .toml (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .clefsign (1), .types (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .iml (1), .awk (1), .mkd (1), .peg (1)",
"go-ethereum-1.8.18","2785","41089022","2541","39837088","*","6770","3412","196","0.0703770197486535","2275417","0.05537773568813587","*","6752","2971","185","0.07280598189689098","2227917","0.055925699187651466","*",".go (2096),  (171), .md (100), .h (97), .c (56), .s (40), .json (34), .yml (19), .sh (17), .js (17), .txt (12), .jsx (12), .pl (10), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .nsh (4), .py (4), .java (4), .cpp (4), .tmpl (4), .html (3), .m4 (3), .sage (3), .yaml (3), .proto (2), .changelog (2), .control (2), .copyright (2), .docs (2), .install (2), .rules (2), .include (2), .csv (2), .toml (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .clefsign (1), .types (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .iml (1), .awk (1), .mkd (1), .peg (1)",
"go-ethereum-1.8.19","2816","41264167","2572","40011951","*","7113","1284","149","0.052911931818181816","1840966","0.044614156393851356","*","6753","1017","140","0.05443234836702955","1794646","0.044852749119881706","*",".go (2125),  (172), .md (101), .h (97), .c (56), .s (40), .json (34), .yml (19), .sh (17), .js (17), .txt (12), .jsx (12), .pl (10), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .nsh (4), .py (4), .java (4), .cpp (4), .tmpl (4), .html (3), .m4 (3), .sage (3), .yaml (3), .proto (2), .changelog (2), .control (2), .copyright (2), .docs (2), .install (2), .rules (2), .include (2), .csv (2), .toml (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .clefsign (1), .types (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .iml (1), .awk (1), .mkd (1), .peg (1)",
"go-ethereum-1.8.20","2818","41185328","2574","39933111","*","1966","5997","106","0.03761533002129169","1739691","0.04224055226657415","*","1963","518","102","0.039627039627039624","1721075","0.04309894613520094","*",".go (2126),  (172), .md (101), .h (97), .c (56), .s (40), .json (35), .yml (19), .sh (17), .js (17), .txt (12), .jsx (12), .pl (10), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .nsh (4), .py (4), .java (4), .cpp (4), .tmpl (4), .html (3), .m4 (3), .sage (3), .yaml (3), .proto (2), .changelog (2), .control (2), .copyright (2), .docs (2), .install (2), .rules (2), .include (2), .csv (2), .toml (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .clefsign (1), .types (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .iml (1), .awk (1), .mkd (1), .peg (1)",
"go-ethereum-1.8.21","2847","40868223","2598","39561743","*","10585","3931","250","0.08781173164734808","2893812","0.07080836374999716","*","8341","3064","230","0.08852963818321787","2809951","0.07102697674366876","*",".go (2149),  (171), .md (101), .h (97), .c (56), .s (46), .json (35), .yml (19), .sh (19), .js (17), .txt (12), .jsx (12), .pl (10), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .nsh (4), .py (4), .java (4), .cpp (4), .tmpl (4), .html (3), .m4 (3), .sage (3), .yaml (3), .proto (2), .changelog (2), .control (2), .copyright (2), .docs (2), .install (2), .rules (2), .include (2), .csv (2), .toml (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .clefsign (1), .types (1), .ac (1), .in (1), .am (1), .css (1), .iml (1), .awk (1), .mkd (1), .peg (1)",
"go-ethereum-1.8.22","2847","40883615","2598","39577135","*","907","463","23","0.008078679311556024","794444","0.0194318432946793","*","904","460","21","0.008083140877598153","785012","0.01983498805560332","*",".go (2149),  (171), .md (101), .h (97), .c (56), .s (46), .json (35), .yml (19), .sh (19), .js (17), .txt (12), .jsx (12), .pl (10), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .nsh (4), .py (4), .java (4), .cpp (4), .tmpl (4), .html (3), .m4 (3), .sage (3), .yaml (3), .proto (2), .changelog (2), .control (2), .copyright (2), .docs (2), .install (2), .rules (2), .include (2), .csv (2), .toml (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .clefsign (1), .types (1), .ac (1), .in (1), .am (1), .css (1), .iml (1), .awk (1), .mkd (1), .peg (1)",
"go-ethereum-1.8.23","2926","43346923","2676","42014201","*","92470","16979","394","0.1346548188653452","9279914","0.21408472292254746","*","90964","16004","359","0.13415545590433484","9201720","0.21901451844817899","*",".go (2226),  (171), .md (101), .h (97), .c (56), .s (54), .json (36), .yml (19), .sh (19), .js (17), .txt (12), .jsx (12), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .nsh (4), .py (4), .java (4), .cpp (4), .tmpl (4), .html (3), .m4 (3), .sage (3), .pl (3), .yaml (3), .proto (2), .changelog (2), .control (2), .copyright (2), .docs (2), .install (2), .rules (2), .include (2), .csv (2), .toml (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .clefsign (1), .types (1), .ac (1), .in (1), .am (1), .css (1), .iml (1), .awk (1), .mkd (1), .peg (1)",
"go-ethereum-1.8.24","2928","43358913","2678","42026191","*","536","172","43","0.014685792349726777","751254","0.01732640299354368","*","528","164","42","0.01568334578043316","742378","0.017664651074374073","*",".go (2228),  (171), .md (101), .h (97), .c (56), .s (54), .json (36), .yml (19), .sh (19), .js (17), .txt (12), .jsx (12), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .nsh (4), .py (4), .java (4), .cpp (4), .tmpl (4), .html (3), .m4 (3), .sage (3), .pl (3), .yaml (3), .proto (2), .changelog (2), .control (2), .copyright (2), .docs (2), .install (2), .rules (2), .include (2), .csv (2), .toml (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .clefsign (1), .types (1), .ac (1), .in (1), .am (1), .css (1), .iml (1), .awk (1), .mkd (1), .peg (1)",
"go-ethereum-1.8.25","2928","43358969","2678","42026247","*","4","2","3","0.0010245901639344263","14865","0.000342835642609491","*","4","2","3","0.0011202389843166542","14865","0.0003537075294874653","*",".go (2228),  (171), .md (101), .h (97), .c (56), .s (54), .json (36), .yml (19), .sh (19), .js (17), .txt (12), .jsx (12), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .nsh (4), .py (4), .java (4), .cpp (4), .tmpl (4), .html (3), .m4 (3), .sage (3), .pl (3), .yaml (3), .proto (2), .changelog (2), .control (2), .copyright (2), .docs (2), .install (2), .rules (2), .include (2), .csv (2), .toml (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .clefsign (1), .types (1), .ac (1), .in (1), .am (1), .css (1), .iml (1), .awk (1), .mkd (1), .peg (1)",
"go-ethereum-1.8.26","2928","43360527","2678","42027805","*","72","12","6","0.0020491803278688526","89260","0.002058554316002663","*","72","12","6","0.0022404779686333084","89260","0.002123832067841754","*",".go (2228),  (171), .md (101), .h (97), .c (56), .s (54), .json (36), .yml (19), .sh (19), .js (17), .txt (12), .jsx (12), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .nsh (4), .py (4), .java (4), .cpp (4), .tmpl (4), .html (3), .m4 (3), .sage (3), .pl (3), .yaml (3), .proto (2), .changelog (2), .control (2), .copyright (2), .docs (2), .install (2), .rules (2), .include (2), .csv (2), .toml (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .clefsign (1), .types (1), .ac (1), .in (1), .am (1), .css (1), .iml (1), .awk (1), .mkd (1), .peg (1)",
"go-ethereum-1.8.27","2928","43364734","2678","42032012","*","214","117","13","0.004439890710382513","314859","0.007260715585157285","*","214","117","13","0.0048543689320388345","314859","0.007490933339094022","*",".go (2228),  (171), .md (101), .h (97), .c (56), .s (54), .json (36), .yml (19), .sh (19), .js (17), .txt (12), .jsx (12), .png (7), .sol (7), .markdown (7), .lock (6), .cfg (5), .nsh (4), .py (4), .java (4), .cpp (4), .tmpl (4), .html (3), .m4 (3), .sage (3), .pl (3), .yaml (3), .proto (2), .changelog (2), .control (2), .copyright (2), .docs (2), .install (2), .rules (2), .include (2), .csv (2), .toml (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .clefsign (1), .types (1), .ac (1), .in (1), .am (1), .css (1), .iml (1), .awk (1), .mkd (1), .peg (1)",
"go-ethereum-1.9.0","2618","56772563","2397","54207887","*","159774","231467","1608","0.6142093200916731","34608090","0.609591819907796","*","149218","68800","811","0.3383395911556112","32621963","0.6017936651911926","*",".go (1924),  (149), .h (98), .md (92), .json (56), .s (56), .c (56), .js (34), .yml (17), .txt (14), .jsx (13), .sh (12), .png (11), .markdown (7), .proto (5), .lock (5), .nsh (4), .py (4), .java (4), .cpp (4), .tmpl (4), .m4 (3), .sage (3), .mod (3), .toml (3), .html (2), .include (2), .pdf (2), .pl (2), .cfg (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .sol (1), .ac (1), .in (1), .am (1), .awk (1), .yaml (1), .alpine (1), .ubuntu (1), .mkd (1), .peg (1), .sum (1)",
"go-ethereum-1.9.1","2686","58611196","2465","56039333","*","43064","1846","267","0.09940431868950111","4584976","0.07822696537364636","*","42670","1692","254","0.10304259634888438","4508259","0.08044812025153833","*",".go (1984),  (152), .h (98), .md (94), .json (57), .s (56), .c (56), .js (34), .yml (17), .txt (14), .jsx (13), .sh (12), .png (11), .markdown (7), .proto (5), .lock (5), .nsh (4), .py (4), .java (4), .cpp (4), .mod (4), .tmpl (4), .m4 (3), .sage (3), .toml (3), .html (2), .include (2), .pdf (2), .sum (2), .pl (2), .cfg (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .sol (1), .ac (1), .in (1), .am (1), .awk (1), .yaml (1), .alpine (1), .ubuntu (1), .mkd (1), .peg (1)",
"go-ethereum-1.9.2","2689","58659704","2468","56087665","*","2874","1483","78","0.02900706582372629","1130373","0.019270008590564998","*","2824","855","70","0.028363047001620744","1071370","0.01910170444784963","*",".go (1987),  (152), .h (98), .md (94), .json (57), .s (56), .c (56), .js (34), .yml (17), .txt (14), .jsx (13), .sh (12), .png (11), .markdown (7), .proto (5), .lock (5), .nsh (4), .py (4), .java (4), .cpp (4), .mod (4), .tmpl (4), .m4 (3), .sage (3), .toml (3), .html (2), .include (2), .pdf (2), .sum (2), .pl (2), .cfg (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .clefsign (1), .sol (1), .ac (1), .in (1), .am (1), .awk (1), .yaml (1), .alpine (1), .ubuntu (1), .mkd (1), .peg (1)",
