"Ethereum Version","Num all files","Size all files (B)","Num code files (cpp, py, c, h, sh, sol, go, c, js, java)","Size code files (B)","*","All line additions","All line removals","All files changed","Ratio all files changed","All changed bytes","Ratio all bytes changed","*","Code line additions","Code line removals","Code files changed","Ratio code files changed","Code changed bytes","Ratio code bytes changed","*","File extenension histogram",
"go-ethereum-1.4.9","2121","345691604","1969","345362219","*","11","475","15","0.007072135785007072","119535","0.00034578508305339113","*","10","116","13","0.006602336211274758","119529","0.000346097498290628","*",".go (997), .json (778),  (121), .h (68), .md (31), .yml (30), .s (21), .c (19), .sh (9), .pl (9), .markdown (8), .txt (7), .js (3), .include (3), .py (3), .bat (2), .in (2), .lesser (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .ac (1), .am (1), .java (1), .deflate (1), .cpp (1), .mkd (1), .sol (1), .ini (1)",
"go-ethereum-1.4.10","2128","346174456","1975","345833627","*","10124","138","42","0.019736842105263157","1061760","0.0030671240514638085","*","9895","132","38","0.019240506329113925","1041389","0.003011242744188089","*",".go (1002), .json (779),  (121), .h (68), .yml (31), .md (31), .s (21), .c (19), .sh (9), .pl (9), .markdown (8), .txt (7), .js (3), .include (3), .py (3), .bat (2), .in (2), .lesser (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .ac (1), .am (1), .java (1), .deflate (1), .cpp (1), .mkd (1), .sol (1), .ini (1)",
"go-ethereum-1.4.11","2134","346150237","1979","345808121","*","1364","1810","52","0.02436738519212746","573166","0.0016558301533099917","*","1201","1647","36","0.01819100555836281","564071","0.0016311675919259282","*",".go (1005), .json (779),  (120), .h (68), .yml (32), .md (32), .s (21), .c (19), .pl (9), .markdown (8), .sh (7), .txt (7), .js (3), .include (3), .py (3), .in (2), .lesser (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .ac (1), .am (1), .java (1), .deflate (1), .cpp (1), .mkd (1), .sol (1), .ini (1)",
"go-ethereum-1.4.12","2134","346150271","1979","345808155","*","10","7","5","0.0023430178069353325","37740","0.00010902779272993839","*","9","6","4","0.00202122283981809","37733","0.00010911541400751524","*",".go (1005), .json (779),  (120), .h (68), .yml (32), .md (32), .s (21), .c (19), .pl (9), .markdown (8), .sh (7), .txt (7), .js (3), .include (3), .py (3), .in (2), .lesser (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .ac (1), .am (1), .java (1), .deflate (1), .cpp (1), .mkd (1), .sol (1), .ini (1)",
"go-ethereum-1.4.13","2134","346155045","1979","345812929","*","441","341","18","0.008434864104967198","237533","0.0006862040678910226","*","440","340","17","0.008590197069226882","237526","0.0006868626939046574","*",".go (1005), .json (779),  (120), .h (68), .yml (32), .md (32), .s (21), .c (19), .pl (9), .markdown (8), .sh (7), .txt (7), .js (3), .include (3), .py (3), .in (2), .lesser (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .ac (1), .am (1), .java (1), .deflate (1), .cpp (1), .mkd (1), .sol (1), .ini (1)",
"go-ethereum-1.4.14","2134","346154196","1979","345812072","*","592","693","26","0.01218369259606373","314398","0.0009082599709408116","*","578","473","22","0.011116725618999495","295326","0.0008540072019232458","*",".go (1005), .json (779),  (120), .h (68), .yml (32), .md (32), .s (21), .c (19), .pl (9), .markdown (8), .sh (7), .txt (7), .js (3), .include (3), .py (3), .in (2), .lesser (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .ac (1), .am (1), .java (1), .deflate (1), .cpp (1), .mkd (1), .sol (1), .ini (1)",
"go-ethereum-1.4.15","2135","346161611","1980","345818550","*","469","227","30","0.01405152224824356","220002","0.0006355470768825374","*","424","207","24","0.012121212121212121","193506","0.000559559341163162","*",".go (1006), .json (779),  (120), .h (68), .yml (32), .md (32), .s (21), .c (19), .pl (9), .markdown (8), .sh (7), .txt (7), .js (3), .include (3), .py (3), .in (2), .lesser (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .ac (1), .am (1), .java (1), .deflate (1), .cpp (1), .mkd (1), .sol (1), .ini (1)",
"go-ethereum-1.4.16","2119","327539628","1983","327199193","*","189577","65931","783","0.3695139216611609","221728559","0.6769518557308736","*","189170","64613","756","0.3812405446293495","221694602","0.6775524107114775","*",".go (1008), .json (783),  (115), .h (68), .md (31), .s (22), .yml (19), .c (19), .pl (9), .markdown (8), .txt (7), .sh (5), .js (3), .include (3), .in (2), .py (2), .lesser (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .ac (1), .am (1), .java (1), .deflate (1), .cpp (1), .mkd (1), .sol (1)",
"go-ethereum-1.4.17","2121","327561568","1985","327221133","*","1158","563","15","0.007072135785007072","228906","0.0006988182447581885","*","1157","562","14","0.007052896725440806","228899","0.000699523890469507","*",".go (1010), .json (783),  (115), .h (68), .md (31), .s (22), .yml (19), .c (19), .pl (9), .markdown (8), .txt (7), .sh (5), .js (3), .include (3), .in (2), .py (2), .lesser (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .ac (1), .am (1), .java (1), .deflate (1), .cpp (1), .mkd (1), .sol (1)",
"go-ethereum-1.4.18","2145","332191370","2009","331850933","*","77644","230","64","0.029836829836829837","5117847","0.015406321362291862","*","77641","229","62","0.03086112493777999","5099425","0.015366613418561641","*",".go (1012), .json (805),  (115), .h (68), .md (31), .s (22), .yml (19), .c (19), .pl (9), .markdown (8), .txt (7), .sh (5), .js (3), .include (3), .in (2), .py (2), .lesser (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .ac (1), .am (1), .java (1), .deflate (1), .cpp (1), .mkd (1), .sol (1)",
"go-ethereum-1.4.19","2220","338853747","2057","338494439","*","149252","66364","178","0.08018018018018018","25900176","0.07643467492776464","*","148700","66300","148","0.07194944093339815","25862883","0.07640563631238857","*",".go (1014), .json (848),  (120), .h (68), .md (39), .yml (32), .s (22), .c (19), .pl (9), .markdown (8), .sh (7), .txt (7), .js (3), .include (3), .py (3), .in (2), .lesser (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .ac (1), .am (1), .java (1), .deflate (1), .cpp (1), .mkd (1), .sol (1), .ini (1)",
"go-ethereum-1.5.0","2483","337370219","2281","336817625","*","104788","92684","1364","0.5493354812726541","15796690","0.04682301255523683","*","98128","8938","1012","0.44366505918456817","15111754","0.04486628037947836","*",".go (1207), .json (846),  (141), .h (62), .md (56), .yml (40), .s (26), .c (19), .sh (10), .pl (10), .txt (7), .markdown (7), .cfg (5), .nsh (3), .js (3), .sol (3), .include (3), .py (3), .in (2), .lock (2), .yaml (2), .lesser (1), .conf (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .am (1), .java (1), .deflate (1), .css (1), .html (1), .png (1), .ini (1), .awk (1), .cpp (1), .mkd (1)",
"go-ethereum-1.5.1","2484","337367173","2281","336816755","*","61","89","13","0.005233494363929146","81440","0.00024139870893722076","*","39","67","7","0.003068829460762823","59975","0.00017806418210994284","*",".go (1207), .json (846),  (142), .h (62), .md (56), .yml (40), .s (26), .c (19), .sh (10), .pl (10), .txt (7), .markdown (7), .cfg (5), .nsh (3), .js (3), .sol (3), .include (3), .py (3), .in (2), .lock (2), .yaml (2), .lesser (1), .conf (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .am (1), .java (1), .deflate (1), .css (1), .html (1), .png (1), .ini (1), .awk (1), .cpp (1), .mkd (1)",
"go-ethereum-1.5.2","2484","337367623","2281","336816749","*","21","20","7","0.002818035426731079","64635","0.00019158625663376122","*","6","7","3","0.00131521262604121","43447","0.00012899299137882243","*",".go (1207), .json (846),  (142), .h (62), .md (56), .yml (40), .s (26), .c (19), .sh (10), .pl (10), .txt (7), .markdown (7), .cfg (5), .nsh (3), .js (3), .sol (3), .include (3), .py (3), .in (2), .lock (2), .yaml (2), .lesser (1), .conf (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .am (1), .java (1), .deflate (1), .css (1), .html (1), .png (1), .ini (1), .awk (1), .cpp (1), .mkd (1)",
"go-ethereum-1.5.3","2484","337416024","2281","336865257","*","2098","1242","66","0.026570048309178744","4770061","0.014137031618865854","*","2088","1231","62","0.027181060938185005","4751419","0.014104805708711006","*",".go (1207), .json (846),  (142), .h (62), .md (56), .yml (40), .s (26), .c (19), .sh (10), .pl (10), .txt (7), .markdown (7), .cfg (5), .nsh (3), .js (3), .sol (3), .include (3), .py (3), .in (2), .lock (2), .yaml (2), .lesser (1), .conf (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .am (1), .java (1), .deflate (1), .css (1), .html (1), .png (1), .ini (1), .awk (1), .cpp (1), .mkd (1)",
"go-ethereum-1.5.4","2483","337410933","2280","336860300","*","2834","2317","78","0.031413612565445025","809131","0.0023980580380304393","*","2820","685","66","0.02894736842105263","803773","0.002386072208568359","*",".go (1206), .json (846),  (142), .h (62), .md (56), .yml (40), .s (26), .c (19), .sh (10), .pl (10), .txt (7), .markdown (7), .cfg (5), .nsh (3), .js (3), .sol (3), .include (3), .py (3), .in (2), .lock (2), .yaml (2), .lesser (1), .conf (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .am (1), .java (1), .deflate (1), .css (1), .html (1), .png (1), .ini (1), .awk (1), .cpp (1), .mkd (1)",
"go-ethereum-1.5.5","2487","337478159","2283","336923350","*","5426","3440","138","0.05548854041013269","1294048","0.0038344644401121083","*","5254","2929","123","0.05387647831800263","1258656","0.0037357339584804675","*",".go (1210), .json (846),  (142), .h (62), .md (56), .yml (40), .s (26), .c (18), .sh (10), .pl (10), .txt (7), .markdown (7), .cfg (5), .nsh (4), .js (3), .sol (3), .include (3), .py (3), .in (2), .lock (2), .yaml (2), .lesser (1), .conf (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .am (1), .java (1), .deflate (1), .css (1), .html (1), .png (1), .ini (1), .awk (1), .cpp (1), .mkd (1)",
"go-ethereum-1.5.6","2473","337432491","2269","336877680","*","3886","5552","262","0.10594419733117671","3944022","0.01168832908861761","*","3883","3043","241","0.10621419127368885","3940640","0.011697539593599671","*",".go (1196), .json (846),  (142), .h (62), .md (56), .yml (40), .s (26), .c (18), .sh (10), .pl (10), .txt (7), .markdown (7), .cfg (5), .nsh (4), .js (3), .sol (3), .include (3), .py (3), .in (2), .lock (2), .yaml (2), .lesser (1), .conf (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .am (1), .java (1), .deflate (1), .css (1), .html (1), .png (1), .ini (1), .awk (1), .cpp (1), .mkd (1)",
"go-ethereum-1.5.7","2510","338462932","2297","337819262","*","23301","3653","271","0.10796812749003984","4869237","0.01438632281303998","*","20007","2396","223","0.09708315193730953","4678723","0.013849781603039556","*",".go (1210), .json (847),  (143), .h (62), .md (57), .yml (43), .s (28), .c (22), .sh (10), .pl (10), .txt (7), .markdown (7), .js (5), .cfg (5), .nsh (4), .java (4), .py (4), .sol (3), .m4 (3), .sage (3), .in (2), .include (2), .lock (2), .yaml (2), .lesser (1), .conf (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .am (1), .deflate (1), .css (1), .html (1), .png (1), .ini (1), .awk (1), .cpp (1), .mkd (1)",
"go-ethereum-1.5.8","2515","338499846","2302","337856042","*","1603","447","77","0.03061630218687873","911042","0.0026914103825028033","*","1576","417","71","0.030842745438748913","905111","0.002678984204757836","*",".go (1215), .json (847),  (143), .h (62), .md (57), .yml (43), .s (28), .c (22), .sh (10), .pl (10), .txt (7), .markdown (7), .js (5), .cfg (5), .nsh (4), .java (4), .py (4), .sol (3), .m4 (3), .sage (3), .in (2), .include (2), .lock (2), .yaml (2), .lesser (1), .conf (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .am (1), .deflate (1), .css (1), .html (1), .png (1), .ini (1), .awk (1), .cpp (1), .mkd (1)",
"go-ethereum-1.5.9","2599","339706076","2385","339061472","*","38514","1325","170","0.06540977298961138","2243321","0.006603711733433935","*","37574","728","141","0.05911949685534591","2187408","0.0064513611266336975","*",".go (1246), .json (847),  (148), .h (82), .md (58), .yml (45), .c (44), .s (28), .sh (10), .pl (10), .txt (7), .markdown (7), .js (5), .cfg (5), .nsh (4), .java (4), .py (4), .cpp (4), .sol (3), .m4 (3), .sage (3), .in (2), .include (2), .lock (2), .yaml (2), .lesser (1), .conf (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .am (1), .deflate (1), .css (1), .html (1), .png (1), .ini (1), .awk (1), .mkd (1)",
"go-ethereum-1.6.0","2799","343618363","2586","342950511","*","79434","25056","939","0.3354769560557342","12351472","0.03594531995369526","*","74657","12867","772","0.2985305491105955","12067886","0.0351884181913349","*",".go (1443), .json (848),  (138), .h (84), .md (71), .c (46), .s (33), .yml (26), .txt (12), .sh (10), .pl (10), .markdown (7), .js (5), .cfg (5), .nsh (4), .java (4), .cpp (4), .sol (3), .m4 (3), .sage (3), .py (3), .lock (3), .yaml (3), .html (2), .include (2), .csv (2), .lesser (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .png (1), .ini (1), .iml (1), .awk (1), .mkd (1), .peg (1)",
"go-ethereum-1.6.1","2802","343665952","2589","342998440","*","2609","1289","112","0.03997144896502498","2145353","0.006242553233786744","*","2548","1211","109","0.042101197373503284","2127561","0.0062028299603928225","*",".go (1446), .json (848),  (138), .h (84), .md (71), .c (46), .s (33), .yml (26), .txt (12), .sh (10), .pl (10), .markdown (7), .js (5), .cfg (5), .nsh (4), .java (4), .cpp (4), .sol (3), .m4 (3), .sage (3), .py (3), .lock (3), .yaml (3), .html (2), .include (2), .csv (2), .lesser (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .png (1), .ini (1), .iml (1), .awk (1), .mkd (1), .peg (1)",
"go-ethereum-1.6.2","2824","343800533","2610","343132560","*","6115","1210","116","0.04107648725212465","1099593","0.003198345826880961","*","6057","1080","108","0.041379310344827586","1072659","0.0031260775718865035","*",".go (1464), .json (848),  (139), .h (84), .md (71), .c (46), .s (33), .yml (26), .sh (13), .txt (12), .pl (10), .markdown (7), .js (5), .cfg (5), .nsh (4), .java (4), .cpp (4), .sol (3), .m4 (3), .sage (3), .py (3), .lock (3), .yaml (3), .html (2), .include (2), .csv (2), .lesser (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .png (1), .ini (1), .iml (1), .awk (1), .mkd (1), .peg (1)",
"go-ethereum-1.6.3","2824","343802117","2610","343134144","*","114","74","10","0.0035410764872521247","122958","0.00035764177682477737","*","112","72","8","0.0030651340996168583","122531","0.0003570935802879471","*",".go (1464), .json (848),  (139), .h (84), .md (71), .c (46), .s (33), .yml (26), .sh (13), .txt (12), .pl (10), .markdown (7), .js (5), .cfg (5), .nsh (4), .java (4), .cpp (4), .sol (3), .m4 (3), .sage (3), .py (3), .lock (3), .yaml (3), .html (2), .include (2), .csv (2), .lesser (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .png (1), .ini (1), .iml (1), .awk (1), .mkd (1), .peg (1)",
"go-ethereum-1.6.4","2835","343818905","2615","343148267","*","731","4","14","0.0049382716049382715","71533","0.00020805429532736136","*","629","3","7","0.0026768642447418736","68862","0.00020067710264729387","*",".go (1464), .json (848),  (144), .h (84), .md (72), .c (46), .s (33), .yml (26), .sh (18), .txt (12), .pl (10), .markdown (7), .js (5), .cfg (5), .nsh (4), .java (4), .cpp (4), .sol (3), .m4 (3), .sage (3), .py (3), .lock (3), .yaml (3), .html (2), .include (2), .csv (2), .lesser (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .png (1), .ini (1), .iml (1), .awk (1), .mkd (1), .peg (1)",
"go-ethereum-1.6.5","2835","343818658","2615","343148020","*","14","16","3","0.0010582010582010583","3475","1.0107072199671026e-05","*","13","15","2","0.0007648183556405354","3469","1.010933998686631e-05","*",".go (1464), .json (848),  (144), .h (84), .md (72), .c (46), .s (33), .yml (26), .sh (18), .txt (12), .pl (10), .markdown (7), .js (5), .cfg (5), .nsh (4), .java (4), .cpp (4), .sol (3), .m4 (3), .sage (3), .py (3), .lock (3), .yaml (3), .html (2), .include (2), .csv (2), .lesser (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .png (1), .ini (1), .iml (1), .awk (1), .mkd (1), .peg (1)",
"go-ethereum-1.6.6","2851","343884460","2631","343213383","*","3799","1904","103","0.03612767450017538","1133560","0.0032963397066561252","*","3564","1901","96","0.036488027366020526","1096264","0.003194117870397845","*",".go (1477), .json (848),  (146), .h (84), .md (73), .c (46), .s (33), .yml (26), .sh (18), .txt (12), .pl (10), .markdown (7), .js (5), .cfg (5), .nsh (4), .java (4), .cpp (4), .sol (3), .m4 (3), .sage (3), .py (3), .lock (3), .yaml (3), .html (2), .include (2), .csv (2), .lesser (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .png (1), .ini (1), .iml (1), .awk (1), .mkd (1), .peg (1)",
"go-ethereum-1.6.7","1989","24966288","1796","24312425","*","6932","2510357","1036","0.5208647561588738","1593111","0.06381048716573325","*","6848","5493","144","0.0801781737193764","1565249","0.06438062019728595","*",".go (1487),  (142), .h (84), .md (64), .c (46), .s (33), .sh (16), .yml (13), .txt (12), .pl (10), .markdown (7), .json (6), .js (5), .cfg (5), .nsh (4), .java (4), .cpp (4), .sol (3), .m4 (3), .sage (3), .lock (3), .yaml (3), .html (2), .include (2), .py (2), .csv (2), .lesser (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .png (1), .iml (1), .awk (1), .mkd (1), .peg (1)",
"go-ethereum-1.7.0","2034","25779016","1839","25084805","*","28132","5912","311","0.1529006882989184","4048063","0.15702938389890445","*","26434","4124","285","0.15497553017944535","3903710","0.1556205041259041","*",".go (1525),  (147), .h (84), .md (64), .c (46), .s (33), .sh (16), .yml (13), .txt (12), .pl (10), .markdown (7), .json (6), .js (5), .cfg (5), .nsh (4), .java (4), .cpp (4), .sol (3), .m4 (3), .sage (3), .lock (3), .yaml (3), .proto (2), .html (2), .include (2), .py (2), .csv (2), .lesser (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .png (1), .iml (1), .awk (1), .mkd (1), .peg (1)",
"go-ethereum-1.7.1","2059","26001699","1862","25300061","*","8255","638","91","0.04419621175327829","980315","0.0377019593988839","*","7731","627","82","0.04403866809881848","946921","0.037427617269381284","*",".go (1545),  (148), .h (84), .md (67), .c (46), .s (33), .sh (17), .yml (13), .txt (12), .pl (10), .markdown (7), .json (6), .js (5), .cfg (5), .nsh (4), .java (4), .cpp (4), .sol (3), .m4 (3), .sage (3), .lock (3), .yaml (3), .proto (2), .html (2), .include (2), .py (2), .csv (2), .lesser (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .png (1), .iml (1), .awk (1), .mkd (1), .peg (1)",
"go-ethereum-1.7.2","2060","25870902","1863","25169264","*","1852","3273","49","0.02378640776699029","1340144","0.05180120894122671","*","1851","3272","48","0.02576489533011272","1340138","0.05324502138799132","*",".go (1546),  (148), .h (84), .md (67), .c (46), .s (33), .sh (17), .yml (13), .txt (12), .pl (10), .markdown (7), .json (6), .js (5), .cfg (5), .nsh (4), .java (4), .cpp (4), .sol (3), .m4 (3), .sage (3), .lock (3), .yaml (3), .proto (2), .html (2), .include (2), .py (2), .csv (2), .lesser (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .png (1), .iml (1), .awk (1), .mkd (1), .peg (1)",
"go-ethereum-1.7.3","2159","29790540","1955","29074859","*","67841","29516","436","0.20194534506716072","10046778","0.3372472603719167","*","67358","27279","392","0.20051150895140665","9954450","0.34237311348612215","*",".go (1622),  (152), .h (84), .md (69), .c (46), .s (36), .sh (17), .yml (13), .txt (12), .pl (9), .json (7), .jsx (7), .markdown (7), .js (6), .cfg (5), .nsh (4), .java (4), .cpp (4), .tmpl (4), .html (3), .sol (3), .m4 (3), .sage (3), .lock (3), .yaml (3), .proto (2), .include (2), .py (2), .csv (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .png (1), .iml (1), .awk (1), .mkd (1), .peg (1)",
"go-ethereum-1.8.0","2335","34927024","2123","34196994","*","184106","10024","599","0.2565310492505353","14740283","0.4220308893193992","*","182859","7632","541","0.25482807348092323","14605389","0.4270956973586626","*",".go (1732),  (159), .h (94), .md (78), .c (55), .s (36), .yml (17), .json (17), .sh (17), .js (13), .txt (12), .jsx (11), .pl (9), .sol (7), .markdown (7), .cfg (5), .nsh (4), .java (4), .lock (4), .cpp (4), .tmpl (4), .html (3), .m4 (3), .sage (3), .yaml (3), .proto (2), .include (2), .py (2), .csv (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .png (1), .iml (1), .awk (1), .mkd (1), .peg (1), .toml (1)",
"go-ethereum-1.8.1","2333","34988600","2121","34258570","*","156","114","21","0.009001285897985427","336562","0.009619190250538747","*","155","90","18","0.008486562942008486","336556","0.00982399440490365","*",".go (1730),  (159), .h (94), .md (78), .c (55), .s (36), .yml (17), .json (17), .sh (17), .js (13), .txt (12), .jsx (11), .pl (9), .sol (7), .markdown (7), .cfg (5), .nsh (4), .java (4), .lock (4), .cpp (4), .tmpl (4), .html (3), .m4 (3), .sage (3), .yaml (3), .proto (2), .include (2), .py (2), .csv (2), .lesser (1), .alltools (1), .920751759z--7ef5a6135f1fd6a02593eedc869c6d41d934aef8 (1), .changelog (1), .control (1), .copyright (1), .docs (1), .install (1), .rules (1), .pom (1), .settings (1), .nsi (1), .dll (1), .zip (1), .podspec (1), .ac (1), .in (1), .am (1), .deflate (1), .css (1), .png (1), .iml (1), .awk (1), .mkd (1), .peg (1), .toml (1)",
